Juzgado de Primera Instancia e Instrucción nº 1 ,Rúa de Lugo  45-47 ,15810 ,Arzúa ,A Coruña ,Galicia ,881 99 60 03  881 99 60 04 ,881 99 60 07 ,mixto1.arzua@xustiza.gal ,RODRIGUEZ CARLIN  MARIA EUGENIA
Juzgado de lo Social nº 7 ,Ronda de Don Bosco  1 ,36209 ,Vigo ,Pontevedra ,Galicia ,886 21 88 72  886 21 88 73 ,886 21 88 76 ,social7.vigo@xustiza.gal ,CAO FERNANDEZ  MARIA DEL PILAR
Juzgado de lo Contencioso-Administrativo nº 1 ,Rúa Lalín  4 ,36209 ,Vigo ,Pontevedra ,Galicia ,986 81 74 39  986 81 74 40 ,986 81 74 42 ,contencioso1.vigo@xustiza.gal ,FERNANDEZ BARRIO  LUIS ANGEL
Juzgado de lo Contencioso-Administrativo nº 2 ,Rúa Lalín  4 ,36209 ,Vigo ,Pontevedra ,Galicia ,986 81 78 61  986 81 78 60 ,986 81 78 73 ,contencioso2.vigo@xustiza.gal ,AMBOAGE LOPEZ  MARCOS
Juzgado de lo Mercantil nº 3 ,Rúa Lalín  4 ,36209 ,Vigo ,Pontevedra ,Galicia ,886 21 84 03  886 21 84 04 ,886 21 84 05 ,reparto.pontevedra@xustiza.gal ,PEREZ MOSTEIRO  AMELIA MARIA
Juzgado de Violencia sobre la Mujer nº 1 ,Rúa Lalín  4 ,36209 ,Vigo ,Pontevedra ,Galicia ,986 81 78 55  986 81 78 56 ,986 81 78 59 ,violencia1.vigo@xustiza.gal ,AMENEIRO SANIN  MARIA CELESTE
Juzgado de lo Penal nº 1 ,Rúa Lalín  4 ,36209 ,Vigo ,Pontevedra ,Galicia ,986 81 73 37  986 81 73 38 ,986 81 73 40 ,penal1.vigo@xustiza.gal ,LORENZO CAROU  ANA MARIA
Juzgado de lo Penal nº 2 ,Rúa Lalín  4 ,36209 ,Vigo ,Pontevedra ,Galicia ,986 81 73 42  986 81 73 43 ,986 81 73 45 ,penal2.vigo@xustiza.gal ,DELGADO PEREZ  MONTSERRAT
Juzgado de lo Penal nº 3 ,Rúa Lalín  4 ,36209 ,Vigo ,Pontevedra ,Galicia ,986 81 73 47  986 81 73 48 ,986 81 73 50 ,penal3.vigo@xustiza.gal ,MARTINEZ RAPOSO  CRISTINA
Registro Civil Único ,Rúa Lalín  4 ,36209 ,Vigo ,Pontevedra ,Galicia ,886 21 84 98 ,986 81 74 13 ,rexistrocivil.vigo@xustiza.gal ,COSMEN DEL RIEGO  MERCEDES
Juzgado de Primera Instancia e Instrucción nº 1 ,Avda. da Mariña  11 ,36600 ,Vilagarcía de Arousa ,Pontevedra ,Galicia ,886 20 62 03  886 20 62 04 ,886 20 62 08 ,mixto1.vilagarcia@xustiza.gal ,CASTRO VERDES  SOFIA LEONOR
Juzgado de Primera Instancia e Instrucción nº 2 ,Avda. da Mariña  11 ,36600 ,Vilagarcía de Arousa ,Pontevedra ,Galicia ,886 20 62 13  886 20 62 11 ,886 20 62 15 ,mixto2.vilagarcia@xustiza.gal ,LIMA PEREIRA  TATIANA
Juzgado de Primera Instancia e Instrucción nº 3 ,Avda. da Mariña  11 ,36600 ,Vilagarcía de Arousa ,Pontevedra ,Galicia ,886 20 62 18  886 20 62 19 ,886 20 62 22 ,mixto3.vilagarcia@xustiza.gal ,GOMEZ PEDRAZA  PEDRO ADRIAN
Juzgado de Primera Instancia e Instrucción nº 1 ,C/ Cordel de Merinas  3 ,37700 ,Béjar ,Salamanca ,Castilla y León ,923 40 30 01  923 40 06 05 ,923 41 05 55 ,mixto1.bejar@justicia.es ,SERNA HIGUERA  MARIA INMACULADA DE LA
Juzgado de Primera Instancia e Instrucción nº 2 ,C/ Cordel de Merinas  3 ,37700 ,Béjar ,Salamanca ,Castilla y León ,923 40 12 57  923 40 30 02 ,923 40 19 10 ,mixto1.bejar@justicia.es ,CRUZ SANCHO  LOURDES
Juzgado de Primera Instancia e Instrucción nº 1 ,C/ Domínguez Bordona  s/n ,37500 ,Ciudad Rodrigo ,Salamanca ,Castilla y León ,923 46 01 85  923 48 07 53 ,923 48 06 12 ,mixto1.ciudadrodrigo@justicia.es ,POLANCO SOLANO  GABRIEL MARIA
Juzgado de Primera Instancia e Instrucción nº 2 ,C/ Domínguez Bordona  s/n ,37500 ,Ciudad Rodrigo ,Salamanca ,Castilla y León ,923 46 00 69  923 46 00 51 ,923 48 04 54 ,mixto2.ciudadrodrigo@justicia.es ,RAMOS SANTIAGO  SARA
Juzgado de Primera Instancia e Instrucción Único ,C/ Carretera de Alba  12 ,37300 ,Peñaranda de Bracamonte ,Salamanca ,Castilla y León ,923 54 00 02  923 54 00 03 ,923 54 31 52 ,mixto1.penarandadebracamonte@justicia.es ,MATEOS MARTIN  JOSE MARIA
Audiencia Provincial Civil-penal Única ,C/ Gran Vía  33-37 ,37001 ,Salamanca ,Salamanca ,Castilla y León ,923 12 67 20  923 12 67 59 ,923 26 07 34 ,audiencia.s1.salamanca@justicia.es ,ALONSO DE PRADA  MARIA TERESA
Audiencia Provincial Presidencia ,C/ Gran Vía  33-37 ,37001 ,Salamanca ,Salamanca ,Castilla y León ,923 12 67 20  923 12 67 59 ,923 26 07 34 ,Más información ,VEGA BRAVO  JOSE ANTONIO
Juzgado de Primera Instancia nº 1 ,Pza. Colón  8 ,37001 ,Salamanca ,Salamanca ,Castilla y León ,923 28 46 65  923 28 46 60 ,923 28 46 66 ,instancia1.salamanca@justicia.es ,VILLORIA PEREZ  JESUS MARIA
Juzgado de Primera Instancia nº 2 ,Pza. Colón  8 ,37001 ,Salamanca ,Salamanca ,Castilla y León ,923 28 46 73  923 28 46 72 ,923 28 46 74 ,instancia2.salamanca@justicia.es ,LOZANO DIAZ  JOSE
Juzgado de Primera Instancia nº 3 ,Pza. Colón  8 ,37001 ,Salamanca ,Salamanca ,Castilla y León ,923 28 46 81  923 28 46 80 ,923 28 46 82 ,instancia3.salamanca@justicia.es ,ALVAREZ LOPEZ  JOSE GABRIEL
Juzgado de Primera Instancia nº 4 ,Pza. Colón  8 ,37001 ,Salamanca ,Salamanca ,Castilla y León ,923 28 46 90  923 28 46 89 ,923 28 46 91 ,instancia4.salamanca@justicia.es ,MARTIN GARCIA  MARIA JESUS
Juzgado de Primera Instancia nº 5 ,Pza. Colón  8 ,37001 ,Salamanca ,Salamanca ,Castilla y León ,923 28 47 39  923 28 47 36 ,923 28 47 40 ,instancia5.salamanca@justicia.es ,GARCIA VELASCO  CRISTINA
Juzgado de Primera Instancia nº 6 ,Pza. Colón  8 ,37001 ,Salamanca ,Salamanca ,Castilla y León ,923 28 47 47  923 28 47 48 ,923 28 47 48 ,instancia6.salamanca@justicia.es ,GARCIA GARROTE  JOSE MANUEL
Juzgado de Primera Instancia nº 7 ,Pza. Colón  8 ,37001 ,Salamanca ,Salamanca ,Castilla y León ,923 28 47 55  923 28 47 54 ,923 28 47 56 ,instancia7.salamanca@justicia.es ,SANCHEZ PEREZ  MARIA ELENA
Juzgado de Primera Instancia nº 8 ,Pza. Colón  8 ,37001 ,Salamanca ,Salamanca ,Castilla y León ,923 28 46 44  923 28 46 45 ,923 28 46 47 ,instancia8.salamanca@justicia.es ,MARTINEZ GALLEGO  EVA MARIA
Juzgado de Primera Instancia nº 9 ,Pza. Colón  8 ,37001 ,Salamanca ,Salamanca ,Castilla y León ,923 38 69 37  923 38 69 36 ,923 38 69 57 ,instancia9.salamanca@justicia.es ,MELERO TEJERINA  MIGUEL
Juzgado de Primera Instancia nº 10 ,Pza. Colón  8 ,Pza. Colón, 8 ,Salamanca ,Salamanca ,Castilla y León ,923 38 69 19  923 38 69 20 ,923 38 68 66 ,Más información ,ALVAREZ AMBROSIO  MARIA DE LA PALOMA
Juzgado de Instrucción nº 1 ,Pza. Colón  8 ,37001 ,Salamanca ,Salamanca ,Castilla y León ,923 28 46 05  923 28 46 03 ,923 28 46 06 ,instruccion1.salamanca@justicia.es ,GARCIA GONZALEZ  JOSE LUIS
Juzgado de Instrucción nº 2 ,Pza. Colón  8 ,37001 ,Salamanca ,Salamanca ,Castilla y León ,923 28 46 13  923 28 46 09 ,923 28 46 14 ,instruccion2.salamanca@justicia.es ,ROLLAN GARCIA  JUAN
Juzgado de Instrucción nº 3 ,Pza. Colón  8 ,37001 ,Salamanca ,Salamanca ,Castilla y León ,923 28 46 21  923 28 46 16 ,923 28 46 22 ,instruccion3.salamanca@justicia.es ,CRESPO ALVAREZ  PAULA ISABEL
Juzgado de Instrucción nº 4 ,Pza. Colón  8 ,37001 ,Salamanca ,Salamanca ,Castilla y León ,923 28 47 64  923 28 47 60 ,923 26 30 10 ,instruccion4.salamanca@justicia.es ,ALVAREZ ALVAREZ  GREGORIO
Juzgado de lo Social nº 1 ,Pza. Colón  8 ,37001 ,Salamanca ,Salamanca ,Castilla y León ,923 28 46 30  923 28 46 28 ,923 28 46 31 ,social1.salamanca@justicia.es ,REDONDO GRANADO  INES
Juzgado de lo Social nº 2 ,Pza. Colón  8 ,37001 ,Salamanca ,Salamanca ,Castilla y León ,923 28 46 38  923 28 46 36 ,923 28 46 39 ,social2.salamanca@justicia.es ,ALONSO HERRERO  MARIA DEL ROSARIO
Juzgado de lo Contencioso-Administrativo nº 1 ,Pza. Colón  8 ,37001 ,Salamanca ,Salamanca ,Castilla y León ,923 28 46 98  923 28 46 97 ,923 28 46 99 ,contencioso1.salamanca@justicia.es , 
Juzgado de lo Contencioso-Administrativo nº 2 ,Pza. Colón  8 ,37001 ,Salamanca ,Salamanca ,Castilla y León ,923 28 46 76  923 28 47 72 ,923 28 47 77 ,contencioso2.salamanca@justicia.es ,SANCHEZ PRIETO  MARTA
Juzgado de lo Penal nº 1 ,Pza. Colón  8 ,37001 ,Salamanca ,Salamanca ,Castilla y León ,923 28 45 38  923 28 45 36 ,923 28 45 39 ,penal1.salamanca@justicia.es ,CARBALLO ALBARRAN  MARIA DEL PILAR
Juzgado de lo Penal nº 2 ,Pza. Colón  8 ,37001 ,Salamanca ,Salamanca ,Castilla y León ,923 28 45 46  923 28 45 44 ,923 28 45 47 ,penal2.salamanca@justicia.es ,CUESTA PERALTA  MARIA TERESA
Juzgado de Vigilancia Penitenciaria nº 5 ,C/ Gran Vía  33-37 ,37001 ,Salamanca ,Salamanca ,Castilla y León ,923 12 67 99 ,923 12 67 91 ,vigilancia1.salamanca@justicia.es ,ENCINAS BERNARDO  ANDRES MANUEL
Juzgado de Menores nº 1 ,C/ Gran Vía  33-37 ,37001 ,Salamanca ,Salamanca ,Castilla y León ,923 12 68 07  923 12 68 06 ,923 12 68 10 ,menores1.salamanca@justicia.es ,RUBIO GARCIA  EUGENIO
Juzgado de Primera Instancia e Instrucción Único ,Pedro Velasco  18 ,37210 ,Vitigudino ,Salamanca ,Castilla y León ,923 50 00 05  923 50 00 07 ,923 50 01 09 ,mixto1.vitigudino@justicia.es ,PEÑA LOZANO  LAURA
Juzgado de Primera Instancia nº 1 ,Avda. Chayofita  s/n. Los Cristianos ,38650 ,Arona ,Santa Cruz de Tenerife ,Canarias ,922 59 27 75  922 59 27 76 ,922 59 27 85 ,instancia1.aron@justiciaencanarias.org ,MENDEZ MARTIN  NIDIA
Juzgado de Primera Instancia nº 2 ,Avda. Chayofita  s/n. Los Cristianos ,38650 ,Arona ,Santa Cruz de Tenerife ,Canarias ,922 59 27 89  922 59 27 90 ,922 59 27 99 ,instancia2.aron@justiciaencanarias.org ,ALAMO GONZALEZ  DANIEL PEDRO
Juzgado de Primera Instancia nº 3 ,Avda. Chayofita  s/n. Los Cristianos ,38650 ,Arona ,Santa Cruz de Tenerife ,Canarias ,922 59 28 03  922 59 28 04 ,922 59 28 13 ,instancia3.aron@justiciaencanarias.org ,ANTON PADILLA  MARIA DE LOS ANGELES
Juzgado de Primera Instancia nº 4 ,Avda. Chayofita  s/n. Los Cristianos ,38650 ,Arona ,Santa Cruz de Tenerife ,Canarias ,922 59 28 17  922 59 28 18 ,922 59 28 27 ,instancia4.aron@justiciaencanarias.org ,ABEIJON PEREZ  FRANCISCO BORJA
Juzgado de Primera Instancia nº 5 ,Avda. Chayofita  s/n. Los Cristianos ,38650 ,Arona ,Santa Cruz de Tenerife ,Canarias ,922 59 28 31  922 59 28 32 ,922 59 28 41 ,instancia5.aron@justiciaencanarias.org ,TRUJILLO MACHUCA  VICTORIA
Juzgado de Primera Instancia nº 6 ,Avda. Chayofita  s/n. Los Cristianos ,38650 ,Arona ,Santa Cruz de Tenerife ,Canarias ,922 59 29 81  922 59 29 82 ,922 59 29 92 ,instancia6.aron@justiciaencanarias.org ,FERNANDEZ GARCIA  ALFONSO MANUEL
Juzgado de Instrucción nº 1 ,Avda. Chayofita  s/n. Los Cristianos ,38650 ,Arona ,Santa Cruz de Tenerife ,Canarias ,922 59 28 45  922 59 28 46 ,922 59 28 55 ,instruc1.aron@justiciaencanarias.org ,PERAZA SAN NICOLAS  SANDRA
Juzgado de Instrucción nº 2 ,Avda. Chayofita  s/n. Los Cristianos ,38650 ,Arona ,Santa Cruz de Tenerife ,Canarias ,922 59 28 59  922 59 28 60 ,922 59 28 69 ,instruc2.aron@justiciaencanarias.org , 
Juzgado de Instrucción nº 3 ,Avda. Chayofita  s/n. Los Cristianos ,38650 ,Arona ,Santa Cruz de Tenerife ,Canarias ,922 59 28 73  922 59 28 74 ,922 59 28 83 ,instruc3.aron@justiciaencanarias.org ,GARCIA RAMILA  JAVIER
Juzgado de Instrucción nº 4 ,Avda. Chayofita  s/n. Los Cristianos ,38650 ,Arona ,Santa Cruz de Tenerife ,Canarias ,922 59 28 87  922 59 28 88 ,922 59 28 96 ,instruc4.aron@justiciaencanarias.org ,DIAZ FRIAS  FRANCISCO NELSON
Juzgado de Violencia sobre la Mujer nº 1 ,Avda. Chayofita  s/n. Los Cristianos ,38650 ,Arona ,Santa Cruz de Tenerife ,Canarias ,922 59 29 00  922 59 29 01 ,922 59 29 11 ,vsm1.aron@justiciaencanarias.org ,GOMEZ SANCHO  RAQUEL
Juzgado de Primera Instancia e Instrucción nº 1 ,C/ San Francisco  14 ,38600 ,Granadilla de Abona ,Santa Cruz de Tenerife ,Canarias ,922 47 70 78  922 47 70 79 ,922 47 71 29 ,mixto1.granadi@justiciaencanarias.org ,NEGRIN MONLLOR  MARIA
Juzgado de Primera Instancia e Instrucción nº 2 ,C/ San Francisco  14 ,38600 ,Granadilla de Abona ,Santa Cruz de Tenerife ,Canarias ,922 47 70 89  922 47 70 90 ,922 47 71 30 ,mixto2.granadi@justiciaencanarias.org ,LODEIRO PEDRERO  ARTURO
Juzgado de Primera Instancia e Instrucción nº 3 ,C/ San Francisco  14 ,38600 ,Granadilla de Abona ,Santa Cruz de Tenerife ,Canarias ,922 47 71 00  922 47 71 01 ,922 47 71 31 ,mixto3.granadi@justiciaencanarias.org ,LOBERA RAMIREZ  CARMEN
Juzgado de Primera Instancia e Instrucción nº 4 ,C/ San Francisco  14 ,38600 ,Granadilla de Abona ,Santa Cruz de Tenerife ,Canarias ,922 47 71 11  922 47 71 12 ,922 47 71 32 ,mixto4.granadi@justiciaencanarias.org ,GIL GONZALEZ  RUBEN
Juzgado de Primera Instancia e Instrucción nº 1 ,Plazoleta Domingo Díaz Martín  s/n ,38500 ,Güímar ,Santa Cruz de Tenerife ,Canarias ,922 47 41 03  922 47 41 04 ,922 52 44 20 ,mixto1.guimar@justiciaencanarias.org ,LUENGO CELADILLA  SORAYA
Juzgado de Primera Instancia e Instrucción nº 2 ,Plazoleta Domingo Díaz Martín  s/n ,38500 ,Güímar ,Santa Cruz de Tenerife ,Canarias ,922 47 41 15  922 47 41 16 ,922 52 43 89 ,mixto2.guimar@justiciaencanarias.org ,GALLO MERCHAN  NOELIA
Juzgado de Primera Instancia e Instrucción nº 3 ,Plazoleta Domingo Díaz Martín  s/n ,38500 ,Güímar ,Santa Cruz de Tenerife ,Canarias ,922 47 41 27  922 47 41 28 ,922 51 47 49 ,mixto3.guimar@justiciaencanarias.org ,LARREA SANTAMARIA  GALDER
Juzgado de Primera Instancia e Instrucción nº 1 ,C/ San Agustín  85 ,38430 ,Icod de los Vinos ,Santa Cruz de Tenerife ,Canarias ,922 47 71 63  922 47 71 64 ,922 47 71 85 ,mixto1.icod@justiciaencanarias.org ,SANGUINO BELLO  TATIANA
Juzgado de Primera Instancia e Instrucción nº 2 ,C/ San Agustín  85 ,38430 ,Icod de los Vinos ,Santa Cruz de Tenerife ,Canarias ,922 47 71 73  922 47 71 74 ,922 47 71 86 ,mixto2.icod@justiciaencanarias.org ,VADILLO RODRIGUEZ  MARIA ELENA
Juzgado de Primera Instancia nº 1 ,Pza. del Adelantado  12-14 ,38201 ,San Cristóbal de La Laguna ,Santa Cruz de Tenerife ,Canarias ,922 92 42 47  922 92 42 48 ,922 92 43 80 ,instancia1.lagu@justiciaencanarias.org ,ESPINOSA GUTIERREZ  PRISCILA
Juzgado de Primera Instancia nº 2 ,Pza. del Adelantado  12-14 ,38201 ,San Cristóbal de La Laguna ,Santa Cruz de Tenerife ,Canarias ,922 92 42 58  922 92 42 59 ,922 92 43 81 ,instancia2.lagu@justiciaencanarias.org ,TUERO GONZALEZ  FRANCISCO
Juzgado de Primera Instancia nº 3 ,Pza. del Adelantado  12-14 ,38201 ,San Cristóbal de La Laguna ,Santa Cruz de Tenerife ,Canarias ,922 92 42 69  922 92 42 70 ,922 92 43 82 ,instancia3.lagu@justiciaencanarias.org ,MARRERO FUMERO  CARMEN ROSA
Juzgado de Primera Instancia nº 4 ,Pza. del Adelantado  12-14 ,38201 ,San Cristóbal de La Laguna ,Santa Cruz de Tenerife ,Canarias ,922 92 42 80  922 92 42 81 ,922 92 43 83 ,instancia4.lagu@justiciaencanarias.org ,LORENZO BASTIDAS  JUDITH ISABEL
Juzgado de Primera Instancia nº 5 ,Pza. del Adelantado  12-14 ,38201 ,San Cristóbal de La Laguna ,Santa Cruz de Tenerife ,Canarias ,922 92 42 91  922 92 42 92 ,922 92 43 84 ,instancia5.lagu@justiciaencanarias.org ,SANTANA RODRIGUEZ  MARIA MERCEDES
Juzgado de Primera Instancia nº 6 ,Pza. del Adelantado  12-14 ,38201 ,San Cristóbal de La Laguna ,Santa Cruz de Tenerife ,Canarias ,922 92 43 02  922 92 43 03 ,922 92 43 85 ,instancia6.lagu@justiciaencanarias.org ,DIAZ DIAZ  RAQUEL
Juzgado de Primera Instancia nº 7 ,Pza. del Adelantado  12-14 ,38201 ,San Cristóbal de La Laguna ,Santa Cruz de Tenerife ,Canarias ,922 92 44 40  922 92 44 41 ,922 92 44 49 ,instancia7.lagu@justiciaencanarias.org ,OLMEDO LOPEZ  MARIA DEL PILAR
Juzgado de Instrucción nº 1 ,Pza. del Adelantado  12-14 ,38201 ,San Cristóbal de La Laguna ,Santa Cruz de Tenerife ,Canarias ,922 92 43 27  922 92 43 28 ,922 92 43 86 ,instruc1.lagu@justiciaencanarias.org ,ROMERO PAMPARACUATRO  CESAR
Juzgado de Instrucción nº 2 ,Pza. del Adelantado  12-14 ,38201 ,San Cristóbal de La Laguna ,Santa Cruz de Tenerife ,Canarias ,922 92 43 38  922 92 43 39 ,922 92 43 87 ,instruc2.lagu@justiciaencanarias.org ,BLANCO REDONDO  MARIA CELIA
Juzgado de Instrucción nº 3 ,Pza. del Adelantado  12-14 ,38201 ,San Cristóbal de La Laguna ,Santa Cruz de Tenerife ,Canarias ,922 92 43 49  922 92 43 50 ,922 92 43 88 ,instruc3.lagu@justiciaencanarias.org ,CALVIÑO RAMON  CRISTINA
Juzgado de Instrucción nº 4 ,Pza. del Adelantado  12-14 ,38201 ,San Cristóbal de La Laguna ,Santa Cruz de Tenerife ,Canarias ,922 92 43 61  922 92 43 62 ,922 92 43 89 ,instruc4.lagu@justiciaencanarias.org ,SERRANO-JOVER GONZALEZ  ANA
Juzgado de Primera Instancia e Instrucción nº 1 ,C/ Carlos Francisco Lorenzo Navarro  s/n ,38760 ,Llanos de Aridane (Los) ,Santa Cruz de Tenerife ,Canarias ,922 59 24 67  922 59 24 68 ,922 46 31 13 ,mix1.losllanos@justiciaencanarias.org ,MARTIN ORDOÑEZ  MARIA JOSE
Juzgado de Primera Instancia e Instrucción nº 2 ,C/ Carlos Francisco Lorenzo Navarro  s/n ,38760 ,Llanos de Aridane (Los) ,Santa Cruz de Tenerife ,Canarias ,922 59 24 79  922 59 24 80 ,922 40 25 52 ,mix2.losllanos@justiciaencanarias.org ,MONLEON HERRERA  ESTRELLA
Juzgado de Primera Instancia e Instrucción nº 1 ,Pza. Casañas  15 ,38300 ,Orotava (La) ,Santa Cruz de Tenerife ,Canarias ,822 17 14 49  822 17 14 50 ,822 17 14 64 ,mixto1.orotava@justiciaencanarias.org ,GONZALEZ GONZALEZ  MONICA
Juzgado de Primera Instancia e Instrucción nº 2 ,C/ Cologán  2 ,38300 ,Orotava (La) ,Santa Cruz de Tenerife ,Canarias ,822 17 14 04  822 17 14 05 ,822 17 14 77 ,mixto2.orotava@justiciaencanarias.org ,MIRANDA GONZALEZ  ADRIANA DESIRE
Juzgado de Primera Instancia e Instrucción nº 3 ,Pza. Casañas  15 ,38300 ,Orotava (La) ,Santa Cruz de Tenerife ,Canarias ,822 17 14 19  822 17 14 20 ,822 17 14 79 ,mixto3.orotava@justiciaencanarias.org ,GUTIERREZ SEGOVIA  CAROLINA
Juzgado de Primera Instancia e Instrucción nº 4 ,C/ Cologán  2 ,38300 ,Orotava (La) ,Santa Cruz de Tenerife ,Canarias ,822 17 13 92  822 17 13 93 ,822 17 14 76 ,mixto4.orotava@justiciaencanarias.org ,ARRIBAS ALTARRIBA  JAVIER
Juzgado de Primera Instancia e Instrucción nº 5 ,Pza. Casañas  15 ,38300 ,Orotava (La) ,Santa Cruz de Tenerife ,Canarias ,822 17 14 37  822 17 14 38 ,822 17 14 65 ,mixto5.orotava@justiciaencanarias.org ,CENTANARO AGUADO  NICOLE ALEJANDRA
Juzgado de Primera Instancia e Instrucción nº 1 ,C/ San Domingo 8 ,38400 ,Puerto de la Cruz ,Santa Cruz de Tenerife ,Canarias ,922 76 01 37  922 76 01 38 ,922 36 61 13 ,mixto1.ptocruz@justiciaencanarias.org ,BENITO BETHENCOURT  MARIA ANTONIA
Juzgado de Primera Instancia e Instrucción nº 2 ,C/ San Domingo 8 ,38400 ,Puerto de la Cruz ,Santa Cruz de Tenerife ,Canarias ,922 76 01 50  922 76 01 51 ,922 36 61 23 ,mixto2.ptocruz@justiciaencanarias.org ,HERRERO ELEJALDE  IÑIGO
Juzgado de Primera Instancia e Instrucción nº 3 ,C/ Casino  3 ,38400 ,Puerto de la Cruz ,Santa Cruz de Tenerife ,Canarias ,922 76 01 72  922 76 01 73 ,922 38 94 00 ,mixto3.ptocruz@justiciaencanarias.org ,PEREZ-VALENCIA DIAZ  GRACIELA
Juzgado de Primera Instancia e Instrucción nº 1 ,C/ Virgen de Guadalupe  27 ,38800 ,San Sebastián de la Gomera ,Santa Cruz de Tenerife ,Canarias ,922 59 24 18 ,922 59 24 26 ,mixto1.sansebas@justiciaencanarias.org ,SUAREZ QUINTANA  MARIA NEREIDA
Juzgado de Primera Instancia e Instrucción nº 1 ,C/ Anselmo Pérez de Brito  33 ,38700 ,Santa Cruz de la Palma ,Santa Cruz de Tenerife ,Canarias ,922 47 40 12 ,922 47 40 20 ,mix1.sclapalma@justiciaencanarias.org ,CALLEJAS ANTUNEZ  REBECA
Juzgado de Primera Instancia e Instrucción nº 2 ,C/ Anselmo Pérez de Brito  33 ,38700 ,Santa Cruz de la Palma ,Santa Cruz de Tenerife ,Canarias ,922 47 40 24 ,922 47 40 31 ,mix2.sclapalma@justiciaencanarias.org ,GONZALEZ NUÑEZ  HECTOR
Juzgado de lo Penal nº 7 ,C/ Pedro José de las Casas  6-8 ,38700 ,Santa Cruz de la Palma ,Santa Cruz de Tenerife ,Canarias ,922 59 24 51  922 59 24 52 ,922 59 24 61 ,penal7.lapalma@justiciaencanarias.org ,HERNANDEZ ESTRUCH  MONICA
Juzgado Decano ,Avda. Tres de Mayo  3 ,38003 ,Santa Cruz de Tenerife ,Santa Cruz de Tenerife ,Canarias ,922 34 94 97  922 34 94 99 ,922 34 94 98 ,dec.tenerife@justiciaencanarias.org ,CASADO PORTILLA  ANA ESMERALDA
Tribunal Superior de Justicia. Sala de lo Contencioso-Administrativo ,Pza. San Francisco  15 ,38002 ,Santa Cruz de Tenerife ,Santa Cruz de Tenerife ,Canarias ,922 47 93 86  922 47 93 85 ,922 47 94 24 ,s1contadm.tfe@justiciaencanarias.org ,ALONSO SOTORRIO  MARIA DEL PILAR
Tribunal Superior de Justicia. Sala de lo Social ,Pza. San Francisco  15 ,38002 ,Santa Cruz de Tenerife ,Santa Cruz de Tenerife ,Canarias ,922 47 93 73  922 47 93 74 ,922 47 94 21 ,socialtsjtf@justiciaencanarias.org ,GARCIA MARRERO  MARIA CARMEN
Audiencia Provincial Civil nº 1 ,Avda. Tres de Mayo  3 ,38003 ,Santa Cruz de Tenerife ,Santa Cruz de Tenerife ,Canarias ,922 34 93 78  922 34 93 79 ,922 34 93 77 ,s01audprov.tfe@justiciaencanarias.org ,FERNANDEZ REGUERA  MARIA PALOMA
Audiencia Provincial Penal nº 2 ,Avda. Tres de Mayo  3 ,38003 ,Santa Cruz de Tenerife ,Santa Cruz de Tenerife ,Canarias ,922 34 93 91  922 34 93 90 ,922 34 93 89 ,s02audprov.tfe@justiciaencanarias.org ,GARCIA AFONSO  ESTHER NEREIDA
Audiencia Provincial Civil nº 3 ,Avda. Tres de Mayo  3 ,38003 ,Santa Cruz de Tenerife ,Santa Cruz de Tenerife ,Canarias ,922 34 94 07  922 34 94 08 ,922 34 94 06 ,s03audprov.tfe@justiciaencanarias.org ,GARCIA DE YZAGUIRRE  MONICA
Audiencia Provincial Civil nº 4 ,Avda. Tres de Mayo  3 ,38003 ,Santa Cruz de Tenerife ,Santa Cruz de Tenerife ,Canarias ,922 34 94 19  922 34 94 20 ,922 34 94 18 ,s04audprov.tfe@justiciaencanarias.org ,ARAGON RAMIREZ  PILAR
Audiencia Provincial Penal nº 5 ,Avda. Tres de Mayo  3 ,38003 ,Santa Cruz de Tenerife ,Santa Cruz de Tenerife ,Canarias ,922 34 94 32  922 34 94 33 ,922 34 94 30 ,s05audprov.tfe@justiciaencanarias.org ,GONZALEZ RAMOS  JUAN CARLOS
Audiencia Provincial Penal nº 6 ,Avda. Tres de Mayo  3 ,38003 ,Santa Cruz de Tenerife ,Santa Cruz de Tenerife ,Canarias ,922 34 94 51  922 34 94 49 ,922 34 94 50 ,s6audprov.tfe@justiciaencanarias.org ,GONZALEZ GONZALEZ  JOSE LUIS
Audiencia Provincial Presidencia ,Avda. Tres de Mayo  3 ,38003 ,Santa Cruz de Tenerife ,Santa Cruz de Tenerife ,Canarias ,922 34 93 69  922 34 93 70 ,922 34 93 67 ,secaud.tenerife@justiciaencanarias.org , 
Juzgado de Primera Instancia nº 1 ,Avda. Tres de Mayo  3 ,38003 ,Santa Cruz de Tenerife ,Santa Cruz de Tenerife ,Canarias ,922 34 92 52  922 34 94 97 ,922 34 92 55 ,instancia1.sctf@justiciaencanarias.org ,ALEJANO GOMEZ  MARIA RAQUEL
Juzgado de Primera Instancia nº 2 ,Avda. Tres de Mayo  3 ,38003 ,Santa Cruz de Tenerife ,Santa Cruz de Tenerife ,Canarias ,922 34 92 64  922 34 94 97 ,922 34 92 62 ,instancia2.sctf@justiciaencanarias.org ,REVERON GONZALEZ  MARIA GABRIELA
